0€
0,01€
0,02€
0,03€
0,04€
0,05€
0,06€
0,07€
0,08€
0,09€
0,10€
0,11€
0,12€
0,13€
0,14€
0,15€
0,16€
0,17€
0,18€
0,19€
0,20€
0,21€
0,22€
0,23€
0,24€
0,25€
0,26€
0,27€
0,28€
0,29€
0,30€
0,31€
0,32€
0,33€
0,34€
0,35€
0,36€
0,37€
0,38€
0,39€
0,40€
0,41€
0,42€
0,43€
0,44€
0,45€
0,46€
0,47€
0,48€
0,49€
0,50€
0,52€
0,54€
0,56€
0,58€
0,60€
0,62€
0,64€
0,66€
0,68€
0,70€
0,72€
0,74€
0,76€
0,78€
0,80€
0,82€
0,84€
0,86€
0,88€
0,90€
0,92€
0,94€
0,96€
0,98€
1€
1,05€
1,10€
1,15€
1,20€
1,25€
1,30€
1,35€
1,40€
1,45€
1,50€
1,55€
1,60€
1,65€
1,70€
1,75€
1,80€
1,85€
1,90€
1,95€
2€
2,10€
2,20€
2,30€
2,40€
2,50€
2,60€
2,70€
2,80€
2,90€
3€
3,20€
3,40€
3,60€
3,80€
4€
4,20€
4,40€
4,60€
4,80€
5€
5,20€
5,40€
5,60€
5,80€
6€
6,20€
6,40€
6,60€
6,80€
7€
7,20€
7,40€
7,60€
7,80€
8€
8,20€
8,40€
8,60€
8,80€
9€
9,20€
9,40€
9,60€
9,80€
10€
10,50€
11€
11,50€
12€
12,50€
13€
13,50€
14€
14,50€
15€
15,50€
16€
16,50€
17€
17,50€
18€
18,50€
19€
19,50€
20€
21€
22€
23€
24€
25€
26€
27€
28€
29€
30€
31€
32€
33€
34€
35€
36€
37€
38€
39€
40€
41€
42€
43€
44€
45€
46€
47€
48€
49€
50€
52€
54€
56€
58€
60€
62€
64€
66€
68€
70€
72€
74€
76€
78€
80€
82€
84€
86€
88€
90€
92€
94€
96€
98€
100€
105€
110€
115€
120€
125€
130€
135€
140€
145€
150€
155€
160€
165€
170€
175€
180€
185€
190€
195€
200€
210€
220€
230€
240€
250€
260€
270€
280€
290€
300€
310€
320€
330€
340€
350€
360€
370€
380€
390€
400€
410€
420€
430€
440€
450€
460€
470€
480€
490€
500€
520€
540€
560€
580€
600€
620€
640€
660€
680€
700€
720€
740€
760€
780€
800€
820€
840€
860€
880€
900€
920€
940€
960€
980€
1000€
1050€
1100€
1150€
1200€
1250€
1300€
1350€
1400€
1450€
1500€
1550€
1600€
1650€
1700€
1750€
1800€
1850€
1900€
1950€
2000€
2050€
2100€
2150€
2200€
2250€
2300€
2350€
2400€
2450€
2500€
2550€
2600€
2650€
2700€
2750€
2800€
2850€
2900€
2950€
3000€
3050€
3100€
3150€
3200€
3250€
3300€
3350€
3400€
3450€
3500€
3550€
3600€
3650€
3700€
3750€
3800€
3850€
3900€
3950€
4000€
4050€
4100€
4150€
4200€
4250€
4300€
4350€
4400€
4450€
4500€
4550€
4600€
4650€
4700€
4750€
4800€
4850€
4900€
4950€
5000€
5050€
5100€
5150€
5200€
5250€
5300€
5350€
5400€
5450€
5500€
5550€
5600€
5650€
5700€
5750€
5800€
5850€
5900€
5950€
6000€
6050€
6100€
6150€
6200€
6250€
6300€
6350€
6400€
6450€
6500€
6550€
6600€
6650€
6700€
6750€
6800€
6850€
6900€
6950€
7000€
7050€
7100€
7150€
7200€
7250€
7300€
7350€
7400€
7450€
7500€
7550€
7600€
7650€
7700€
7750€
7800€
1000000€
7850€
7900€
7950€
8000€
8050€
8100€
8150€
8200€
8250€
8300€
8350€
8400€
8450€
8500€
8550€
8600€
8650€
8700€
8750€
8800€
8850€
8900€
8950€
9000€
9050€
9100€
9150€
9200€
9250€
9300€
9350€
9400€
9450€
9500€
9550€
9600€
9650€
9700€
9750€
9800€
9850€
9900€
9950€
10000€
11000€
12000€
13000€
14000€
15000€
16000€
17000€
18000€
19000€
20000€
21000€
22000€
23000€
24000€
25000€
27500€
30000€
32500€
35000€
37500€
40000€
42500€
45000€
47500€
50000€
55000€
60000€
65000€
70000€
75000€
80000€
85000€
90000€
95000€
100000€
200000€
300000€
400000€
500000€
750000€
